movieId,released,title,actors,director,genres,imdbRating
208,1995-07-28,Waterworld,Kevin Costner|R.D. Call|Rick Aviles|Chaim Jeraffi,Kevin Reynolds,Adventure|Sci-Fi|Action,6.1
209,1995-12-01,White Man's Burden,Harry Belafonte|John Travolta|Kelly Lynch|Margaret Avery,Desmond Nakano,Drama,5.2
211,1994-10-12,"Browning Version, The",Greta Scacchi|Albert Finney|Julian Sands|Matthew Modine,Mike Figgis,Drama,7.3
213,1995-04-21,Burnt by the Sun (Utomlyonnye solntsem),Nikita Mikhalkov|Ingeborga Dapkunaite|Nadezhda Mikhalkova|Oleg Menshikov,Nikita Mikhalkov,Drama,8.0
214,1995-02-24,Before the Rain (Pred dozhdot),Katrin Cartlidge|Labina Mitevska|Grégoire Colin|Rade Serbedzija,Milcho Manchevski,Drama|War,8.1
215,1995-01-27,Before Sunrise,Andrea Eckert|Julie Delpy|Ethan Hawke|Hanno Pöschl,Richard Linklater,Romance|Drama,8.1
216,1995-02-10,Billy Madison,Bridgette Wilson|Adam Sandler|Darren McGavin|Bradley Whitford,Tamra Davis,Comedy,6.4
217,1995-10-17,"Babysitter, The",Alicia Silverstone|J.T. Walsh|Jeremy London|Lee Garlington,Guy Ferland,Drama|Thriller,4.2
218,1995-02-03,Boys on the Side,Whoopi Goldberg|Drew Barrymore|Mary-Louise Parker|Matthew McConaughey,Herbert Ross,Comedy|Drama,6.4
219,1995-04-21,"Cure, The",Joseph Mazzello|Annabella Sciorra|Brad Renfro|Aeryk Egan,Peter Horton,Drama,7.7
220,1995-11-14,Castle Freak,Jeffrey Combs|Jonathan Fuller|Barbara Crampton|Jessica Dollarhide,Stuart Gordon,Horror,5.9
222,1995-04-07,Circle of Friends,Chris O'Donnell|Saffron Burrows|Minnie Driver|Geraldine O'Rawe,Pat O'Connor,Drama|Romance,6.6
223,1994-11-04,Clerks,Jason Mewes|Brian O'Halloran|Jeff Anderson|Marilyn Ghigliotti,Kevin Smith,Comedy,7.8
224,1995-04-07,Don Juan DeMarco,Johnny Depp|Marlon Brando|Faye Dunaway|Géraldine Pailhas,Jeremy Leven,Drama|Romance|Comedy,6.8
225,1994-12-09,Disclosure,Michael Douglas|Donald Sutherland|Demi Moore|Caroline Goodall,Barry Levinson,Thriller|Drama,6.0
227,1994-12-09,Drop Zone,Wesley Snipes|Gary Busey|Michael Jeter|Yancy Butler,John Badham,Thriller|Action,5.6
228,1995-04-28,Destiny Turns on the Radio,James Le Gros|Dylan McDermott|Nancy Travis|Quentin Tarantino,Jack Baran,Comedy,4.4
229,1995-01-27,Death and the Maiden,Ben Kingsley|Sigourney Weaver|Stuart Wilson|Krystia Mova,Roman Polanski,Thriller|Drama,7.3
230,1995-03-24,Dolores Claiborne,Kathy Bates|Judy Parfitt|Christopher Plummer|Jennifer Jason Leigh,Taylor Hackford,Thriller|Drama,7.4
231,1994-12-16,Dumb & Dumber (Dumb and Dumber),Jim Carrey|Mike Starr|Jeff Daniels|Lauren Holly, Peter Farrelly,Comedy|Adventure,7.3
232,1994-08-03,Eat Drink Man Woman (Yin shi nan nu),Sihung Lung|Yu-Wen Wang|Chien-Lien Wu|Kuei-Mei Yang,Ang Lee,Romance|Drama|Comedy,7.8
233,1995-03-24,Exotica,David Hemblen|Calvin Green|Don McKellar|Peter Krantz,Atom Egoyan,Drama,7.2
234,1994-10-14,Exit to Eden,Dana Delany|Dan Aykroyd|Paul Mercurio|Rosie O'Donnell,Garry Marshall,Comedy,4.1
235,1994-10-07,Ed Wood,Sarah Jessica Parker|Martin Landau|Johnny Depp|Patricia Arquette,Tim Burton,Comedy|Drama,7.9
236,1995-05-05,French Kiss,Meg Ryan|Jean Reno|Timothy Hutton|Kevin Kline,Lawrence Kasdan,Romance|Comedy|Action,6.5
237,1995-05-19,Forget Paris,Billy Crystal|Joe Mantegna|Debra Winger|Cynthia Stevenson,Billy Crystal,Comedy|Romance,6.4
238,1995-01-13,Far From Home: The Adventures of Yellow Dog,Jesse Bradford|Mimi Rogers|Tom Bower|Bruce Davison,Phillip Borsos,Adventure|Children,6.4
239,1995-04-07,"Goofy Movie, A",Bill Farmer|Kellie Martin|Jason Marsden|Jim Cummings,Kevin Lima,Animation|Children|Comedy|Romance,6.8
240,1995-03-03,Hideaway,Jeff Goldblum|Alicia Silverstone|Christine Lahti|Jeremy Sisto,Brett Leonard,Thriller,5.3
241,1995-06-02,Fluke,Samuel L. Jackson|Nancy Travis|Matthew Modine|Eric Stoltz,Carlo Carlei,Children|Drama,6.7
242,1995-03-17,Farinelli: il castrato,Stefano Dionisi|Enrico Lo Verso|Jeroen Krabbé|Elsa Zylberstein,Gérard Corbiau,Drama|Musical,6.9
243,1995-05-12,Gordy,Doug Stone|Deborah Hobart|Kristy Young|James Donadio,Mark Lewis,Comedy|Children|Fantasy,3.9
244,1995-12-01,Gumby: The Movie,Dal McKennon|Manny La Carruba|Gloria Clokey|Art Clokey,Art Clokey,Animation|Children,6.2
245,1995-06-02,The Glass Shield,Monty Bane|Thomas Babson|Richard Anderson|Erich Anderson,Charles Burnett,Crime|Drama,6.6
246,1994-10-14,Hoop Dreams,Dick Vitale|Steve James|Arthur Agee|William Gates,Steve James,Documentary,8.3
247,1994-10-14,Heavenly Creatures,Kate Winslet|Melanie Lynskey|Diana Kent|Sarah Peirse,Peter Jackson,Crime|Drama,7.4
248,1995-01-06,Houseguest,Phil Hartman|Sinbad|Kim Murphy|Kim Greist,Randall Miller,Comedy,5.9
249,1995-01-27,Immortal Beloved,Isabella Rossellini|Jeroen Krabbé|Gary Oldman|Johanna ter Steege,Bernard Rose,Drama|Romance,7.5
250,1995-02-17,Heavyweights (Heavy Weights),David Goldman|Joseph Wayne Miller|Allen Covert|Cody Burger,Steven Brill,Children|Comedy,6.7
251,1995-02-24,"Hunted, The",John Lone|Christopher Lambert|Yoshio Harada|Joan Chen,J. F. Lawton|J.F. Lawton,Action,5.9
252,1994-12-25,I.Q.,Tim Robbins|Meg Ryan|Walter Matthau|Lou Jacobi,Fred Schepisi,Comedy|Romance,6.2
253,1994-11-11,Interview with the Vampire: The Vampire Chronicles,Tom Cruise|Brad Pitt|Christian Slater|Virginia McCollam,Neil Jordan,Horror|Drama,7.6
254,1995-03-31,Jefferson in Paris,Greta Scacchi|Gwyneth Paltrow|Thandie Newton|Nick Nolte,James Ivory,Drama,5.7
255,1995-02-03,"Jerky Boys, The",William Hickey|Alan Arkin|Kamal Ahmed|John G. Brennan,James Melkonian,Comedy,4.5
256,1994-11-23,Junior,Arnold Schwarzenegger|Danny DeVito|Emma Thompson|Frank Langella,Ivan Reitman,Comedy|Sci-Fi,4.5
257,1995-02-17,Just Cause,Sean Connery|Laurence Fishburne|Blair Underwood|Kate Capshaw,Arne Glimcher,Mystery|Thriller,6.4
258,1995-08-11,"Kid in King Arthur's Court, A",Thomas Ian Nicholas|Paloma Baeza|Joss Ackland|Art Malik,Michael Gottlieb,Adventure|Children|Romance|Comedy|Fantasy,4.8
259,1995-04-21,Kiss of Death,Nicolas Cage|David Caruso|Helen Hunt|Samuel L. Jackson,Barbet Schroeder,Crime|Thriller|Drama,5.9
260,1977-05-25,Star Wars: Episode IV - A New Hope,Peter Cushing|Mark Hamill|Harrison Ford|Carrie Fisher,George Lucas,Sci-Fi|Action|Adventure,8.7
261,1994-12-25,Little Women,Gabriel Byrne|Winona Ryder|Samantha Mathis|Trini Alvarado,Gillian Armstrong,Drama,7.3
262,1995-05-19,"Little Princess, A",Liesel Matthews|Eleanor Bron|Liam Cunningham|Rusty Schwimmer,Alfonso Cuarón,Drama|Children,7.7
263,1995-01-01,Ladybird Ladybird,Vladimir Vega|Crissy Rock|Mauricio Venegas|Sandie Lavelle,Ken Loach,Drama,7.5
264,1994-11-01,"Enfer, L'",Emmanuelle Béart|François Cluzet|Nathalie Cardone|André Wilms,Claude Chabrol,Drama,7.2
265,1993-05-28,Like Water for Chocolate (Como agua para chocolate),Mario Iván Martínez|Regina Torné|Lumi Cavazos|Marco Leonardi,Alfonso Arau,Romance|Drama|Fantasy,7.2
266,1995-01-13,Legends of the Fall,Brad Pitt|Aidan Quinn|Julia Ormond|Anthony Hopkins,Edward Zwick,Drama|Romance|War|Western,7.5
267,1995-03-24,Major Payne,Orlando Brown|Damon Wayans|Joseph Blaire|Michael Ironside,Nick Castle,Comedy,6.1
268,1995-05-19,Little Odessa,Tim Roth|Vanessa Redgrave|Edward Furlong|Moira Kelly,James Gray,Drama|Crime,6.8
269,1994-07-15,My Crazy Life (Mi vida loca),Marlo Marron|Angel Aviles|Jacob Vargas|Seidy Lopez,Allison Anders,Drama,6.6
270,1994-10-21,Love Affair,Katharine Hepburn|Annette Bening|Warren Beatty|Garry Shandling,Glenn Gordon Caron,Romance|Drama,5.9
271,1995-03-17,Losing Isaiah,Jessica Lange|Cuba Gooding Jr.|David Strathairn|Halle Berry,Stephen Gyllenhaal,Drama,6.4
272,1994-12-28,"Madness of King George, The",Nigel Hawthorne|Rupert Graves|Amanda Donohoe|Helen Mirren,Nicholas Hytner,Drama|Comedy,7.3
273,1994-11-04,Mary Shelley's Frankenstein (Frankenstein),Tom Hulce|Helena Bonham Carter|Robert De Niro|Kenneth Branagh,Kenneth Branagh,Horror|Drama|Sci-Fi,6.4
274,1995-03-03,Man of the House,Chevy Chase|George Wendt|Farrah Fawcett|Jonathan Taylor Thomas,James Orr,Comedy,4.9
275,1994-12-21,Mixed Nuts,Anthony LaPaglia|Robert Klein|Madeline Kahn|Steve Martin,Nora Ephron,Comedy,5.3
276,1994-08-31,Milk Money,Malcolm McDowell|Melanie Griffith|Ed Harris|Michael Patrick Carter,Richard Benjamin,Romance|Comedy,5.4
277,1994-11-18,Miracle on 34th Street,Richard Attenborough|J.T. Walsh|Dylan McDermott|Elizabeth Perkins,Les Mayfield,Drama,6.4
278,1995-01-27,Miami Rhapsody,Mia Farrow|Gil Bellows|Sarah Jessica Parker|Antonio Banderas,David Frankel,Comedy,5.3
279,1995-05-03,My Family,Jimmy Smits|Edward James Olmos|Rafael Cortes|Amelia Zapata,Gregory Nava,Drama,7.3
280,1995-01-20,Murder in the First,Christian Slater|Gary Oldman|Kevin Bacon|Embeth Davidtz,Marc Rocco,Drama|Thriller,7.3
281,1995-01-13,Nobody's Fool,Paul Newman|Jessica Tandy|Bruce Willis|Melanie Griffith,Robert Benton,Romance|Comedy|Drama,7.4
282,1994-12-23,Nell,Jodie Foster|Richard Libertini|Liam Neeson|Natasha Richardson,Michael Apted,Drama,6.5
283,1995-04-19,New Jersey Drive,Shar-Ron Corley|Gwen McGee|Gabriel Casseus|Saul Stein,Nick Gomez,Crime|Drama,6.6
285,1994-04-22,Beyond Bedlam,Keith Allen|Elizabeth Hurley|Anita Dobson|Craig Fairbrass,Vadim Jean,Drama|Horror,3.4
287,1995-03-03,Nina Takes a Lover,Laura San Giacomo|Paul Rhys|Michael O'Keefe|Cristi Conaway,Alan Jacobs,Comedy|Romance,5.7
288,1994-08-26,Natural Born Killers,Woody Harrelson|Tom Sizemore|Juliette Lewis|Rodney Dangerfield,Oliver Stone,Thriller|Action|Crime,7.3
289,1994-10-07,Only You,Marisa Tomei|Bonnie Hunt|Robert Downey Jr.|Joaquim de Almeida,Norman Jewison,Comedy|Romance,6.5
290,1995-03-03,Once Were Warriors,Mamaengaroa Kerr-Bell|Temuera Morrison|Julian Arahanga|Rena Owen,Lee Tamahori,Crime|Drama,8.0
291,1996-01-16,Poison Ivy II,Belinda Bauer|Xander Berkeley|Johnathon Schaech|Alyssa Milano,Anne Goursaud,Thriller|Drama,4.4
292,1995-03-10,Outbreak,Dustin Hoffman|Rene Russo|Morgan Freeman|Kevin Spacey,Wolfgang Petersen,Thriller|Drama|Sci-Fi|Action,6.6
293,1994-11-18,Léon: The Professional (a.k.a. The Professional) (Léon),Jean Reno|Gary Oldman|Natalie Portman|Danny Aiello,Luc Besson,Crime|Drama|Action|Thriller,8.6
294,1995-05-12,"Perez Family, The",Marisa Tomei|Anjelica Huston|Alfred Molina|Chazz Palminteri,Mira Nair,Comedy|Romance,6.1
295,1995-04-28,"Pyromaniac's Love Story, A",Sadie Frost|William Baldwin|Erika Eleniak|John Leguizamo,Joshua Brand,Comedy|Romance,5.4
296,1994-10-14,Pulp Fiction,Tim Roth|John Travolta|Laura Lovelace|Samuel L. Jackson,Quentin Tarantino,Drama|Crime|Comedy|Thriller,8.9
299,1995-03-24,Priest,Tom Wilkinson|Robert Carlyle|Cathy Tyson|Linus Roache,Antonia Bird,Drama,7.2
300,1994-10-07,Quiz Show,John Turturro|Paul Scofield|Ralph Fiennes|Rob Morrow,Robert Redford,Drama,7.5
301,1995-05-05,Picture Bride (Bijo photo),Youki Kudoh|Akira Takayama|Cary-Hiroyuki Tagawa|Tamlyn Tomita,Kayo Hatta,Drama|Romance,6.8
302,1994-12-09,"Queen Margot (Reine Margot, La)",Jean-Hugues Anglade|Isabelle Adjani|Vincent Perez|Daniel Auteuil,Patrice Chéreau,Drama|Romance,7.5
303,1995-02-10,"Quick and the Dead, The",Sharon Stone|Russell Crowe|Gene Hackman|Leonardo DiCaprio,Sam Raimi,Western|Thriller|Action,6.4
304,1995-03-03,Roommates,Peter Falk|D.B. Sweeney|Julianne Moore|Ellen Burstyn,Peter Yates,Drama|Comedy,6.5
305,1994-12-25,Ready to Wear (Pret-A-Porter),Sophia Loren|Jean-Pierre Cassel|Kim Basinger|Marcello Mastroianni,Robert Altman,Comedy,5.0
306,1994-11-23,Three Colors: Red (Trois couleurs: Rouge),Irène Jacob|Jean-Pierre Lorit|Frédérique Feder|Jean-Louis Trintignant,Krzysztof Kieślowski,Drama,8.1
307,1993-09-08,Three Colors: Blue (Trois couleurs: Bleu),Juliette Binoche|Florence Pernel|Benoît Régent|Charlotte Véry,Krzysztof Kieślowski,Drama,8.0
308,1994-06-10,Three Colors: White (Trzy kolory: Bialy),Jerzy Stuhr|Janusz Gajos|Julie Delpy|Zbigniew Zamachowski,Krzysztof Kieślowski,Drama|Comedy,7.7
309,1995-06-02,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",Ning Jing|Wu Gang,He Ping,Drama,6.9
312,1995-04-12,Stuart Saves His Family,Laura San Giacomo|Vincent D'Onofrio|Shirley Knight|Al Franken,Harold Ramis,Comedy,5.3
313,1994-11-18,"Swan Princess, The",Jack Palance|Howard McGillin|Michelle Nicastro|Liz Callaway,Richard Rich,Children|Animation,6.4
314,1995-02-03,"Secret of Roan Inish, The",Pat Slowey|Dave Duffy|Declan Hannigan|Jeni Courtney,John Sayles,Mystery|Fantasy|Drama|Children,7.5
315,1994-10-07,"Specialist, The",Sylvester Stallone|James Woods|Sharon Stone|Rod Steiger,Luis Llosa,Action|Thriller|Drama,5.4
316,1994-10-28,Stargate,Kurt Russell|Jaye Davidson|James Spader|Viveca Lindfors,Roland Emmerich,Adventure|Action|Sci-Fi,7.0
317,1994-11-11,"Santa Clause, The",Tim Allen|Wendy Crewson|Judge Reinhold|Eric Lloyd,John Pasquin,Comedy|Fantasy|Drama,6.4
318,1994-10-14,"Shawshank Redemption, The",Tim Robbins|William Sadler|Bob Gunton|Morgan Freeman,Frank Darabont,Drama|Crime,9.3
319,1995-02-10,Shallow Grave,Christopher Eccleston|Ewan McGregor|Ken Stott|Kerry Fox,Danny Boyle,Thriller|Comedy|Drama,7.4
320,1994-08-24,Suture,Dennis Haysbert|Mel Harris|Sab Shimono|Dina Merrill,David Siegel|Scott McGehee,Film-Noir|Thriller,6.7
321,1995-01-20,Strawberry and Chocolate (Fresa y chocolate),Jorge Perugorría|Francisco Gattorno|Vladimir Cruz|Mirta Ibarra,Juan Carlos Tabío|Tomás Gutiérrez Alea,Drama,7.4
322,1995-04-21,Swimming with Sharks,Kevin Spacey|Frank Whaley|Benicio Del Toro|Michelle Forbes,George Huang,Drama|Comedy,7.1
324,1995-03-08,"Sum of Us, The",Jack Thompson|Russell Crowe|John Polson|Deborah Kennedy, Kevin Dowling|Geoff Burton,Drama|Comedy,7.4
325,1995-09-08,National Lampoon's Senior Trip,Matt Frewer|Tommy Chong|Valerie Mahaffey|Lawrence Dane,Kelly Makin,Comedy,5.5
326,1994-12-16,To Live (Huozhe),Jiang Wu|Ge You|Gong Li|Ben Niu,Yimou Zhang,Drama,8.3
327,1995-03-31,Tank Girl,Lori Petty|Don Harvey|Naomi Watts|Ice-T,Rachel Talalay,Comedy|Action|Sci-Fi,5.2
328,1995-01-13,Tales from the Crypt Presents: Demon Knight,John Kassir|Jada Pinkett Smith|William Sadler|Billy Zane,Ernest R. Dickerson,Thriller|Horror,6.7
329,1994-11-18,Star Trek: Generations,Patrick Stewart|Brent Spiner|Jonathan Frakes|LeVar Burton,David Carson,Drama|Sci-Fi|Adventure,6.6
330,1995-05-24,Tales from the Hood,Samuel Monroe Jr.|De'aundre Bonds|Joe Torry|Clarence Williams III,Rusty Cundieff,Action|Crime|Horror,6.1
331,1994-12-02,Tom & Viv,Willem Dafoe|Miranda Richardson|Tim Dutton|Rosemary Harris,Brian Gilbert,Drama,6.5
332,1995-04-28,Village of the Damned,Christopher Reeve|Michael Paré|Kirstie Alley|Linda Kozlowski,John Carpenter,Horror|Sci-Fi,5.6
333,1995-03-31,Tommy Boy,Chris Farley|Bo Derek|David Spade|Brian Dennehy,Peter Segal,Comedy,7.0
