stop_I;lat;lon;name
2192;41.916781;12.555385;PIETRALATA/POMONA
2194;41.904025;12.430116;PATETTA
2195;41.918051;12.557292;TONDI/MONTALBANI
2196;41.917918;12.555307;TONDI/PIETRALATA
2197;41.914984;12.56137;S. MARIA DEL SOCCORSO (MB)
2198;41.913455;12.561323;FRANTOIO/ERPICE
2199;41.903971;12.434044;STAMPINI
2200;41.90406;12.436848;STAMPINI/VALLE AURELIA
2201;41.912292;12.566792;SANTI F.
2202;41.914861;12.573148;BARDANZELLU/BALABANOFF
2203;41.915159;12.57494;BARDANZELLU
2204;41.894508;12.413426;GREGORIO XI/DUSI
2205;41.913324;12.57746;FRANCESCHINI/ZANARDI
2206;41.9118;12.574199;FRANCESCHINI/RUINI
2207;41.91057;12.57139;SACCO E VANZETTI/NICCOLAI
2208;41.910107;12.569785;SACCO E VANZETTI/GALATI
2209;41.909506;12.567969;SACCO E VANZETTI/ALICATA
2210;41.908953;12.566318;SACCO E VANZETTI/BONGIORNO
2211;41.906269;12.565478;GROTTA DI GREGNA/GIORDANI
2212;41.902759;12.566735;GROTTA DI GREGNA/FLAUTO
2213;41.900644;12.566897;COLLATINA/GROTTA DI GREGNA
2214;41.899682;12.565005;COLLATINA/SIGHELE
2215;41.897446;12.562094;VENEZIA GIULIA/S. GIUSTO
2216;41.896818;12.55959;VENEZIA GIULIA/SERENISSIMA
2217;41.898418;12.418228;GREGORIO XI/UGO DA PORTA RAVEGNANA
2218;41.889453;12.569549;GELSI/ORCHIDEE
2219;41.888675;12.565863;GELSI/CASTANI
2220;41.945729;12.537889;VIGNE NUOVE/MONTE GENNARO
2221;41.900526;12.420529;GREGORIO XI/NOVELLI G.
2222;41.888576;12.565866;GELSI/CASTANI
2223;41.889451;12.570255;GELSI/ORCHIDEE
2224;41.895482;12.558794;SERENISSIMA/PRENESTINA
2225;41.896749;12.559891;VENEZIA GIULIA/SERENISSIMA
2226;41.898298;12.563281;COLLATINA/PONTEBBA
2227;41.946366;12.415982;OSPEDALE S. FILIPPO NERI (H)
2228;41.908732;12.566522;SACCO E VANZETTI/BONGIORNO
2229;41.909217;12.568161;SACCO E VANZETTI/SCALARINI
2230;41.909911;12.571161;SACCO E VANZETTI/MASSINI
2231;41.931027;12.527169;NOMENTANA/VAL D'AOSTA
2232;41.910551;12.572906;FRANCESCHINI/TOGLIATTI
2233;41.911257;12.574341;FRANCESCHINI/RUINI
2234;41.912548;12.576809;FRANCESCHINI/SOMMOVIGO
2235;41.914818;12.571085;BARDANZELLU/TOGLIATTI
2236;41.915418;12.575306;BARDANZELLU
2237;41.905598;12.415974;BONIFAZI/BATTISTINI
2238;41.915117;12.57263;BARDANZELLU/BALABANOFF
2239;41.912738;12.567103;SANTI F.
2240;41.900052;12.419784;GREGORIO XI/NOVELLI G.
2241;41.898905;12.418347;GREGORIO XI/UGO DA PORTA RAVEGNANA
2242;41.873017;12.58014;ALESSANDRINO/LAMPONI
2243;41.882968;12.577225;ALESSANDRINO/SIMONE DA GENOVA
2244;41.945375;12.553567;OJETTI/JACOPONE DA TODI
2245;41.947848;12.558872;VERGA/STAMPA
2246;41.948705;12.561038;VERGA/ZANELLA
2247;41.883485;12.573003;TOGLIATTI/PERGOLATO
2248;41.944525;12.560744;NOMENTANA/STAMPA
2249;41.882462;12.572706;ROBINIE/TOGLIATTI
2250;41.94287;12.55674;NOMENTANA/LORENZINI
2251;41.882579;12.568609;ROBINIE/AZALEE
2252;41.882712;12.566149;ROBINIE/CASTANI
2253;41.883526;12.563192;TOR DE' SCHIAVI/ROBINIE
2254;41.944806;12.551989;OJETTI/PRIMOLI
2255;41.894899;12.413596;GREGORIO XI/DUSI
2256;41.88436;12.562185;ALBIZZIE
2257;41.942374;12.547149;ROMAGNOLI/TALENTI
2258;41.885337;12.561299;GARDENIE (MC)
2259;41.895267;12.410827;PASSI/CRISAFULLI
2260;41.886804;12.561423;GARDENIE (MC)
2261;41.939537;12.54638;ROMAGNOLI/NOMENTANA
2262;41.888905;12.561402;TOR DE' SCHIAVI/ROSE
2263;41.938402;12.545681;NOMENTANA/ZANARDINI
2264;41.890645;12.560206;ANAGNI/TOR DE' SCHIAVI
2265;41.937868;12.541716;NOMENTANA/SANNAZZARO
2266;41.936415;12.538556;NOMENTANA/RIONERO
2267;41.873735;12.444904;JENNER/PALLAI
2268;41.890056;12.560593;TOR DE' SCHIAVI/ANAGNI
2269;41.885656;12.560947;GARDENIE (MC)
2270;41.884219;12.562347;ALBIZZIE
2271;41.882666;12.563788;ROBINIE/TOR DE' SCHIAVI
2272;41.88252;12.567141;ROBINIE/CASTANI
2273;41.882425;12.569691;ROBINIE/AZALEE
2274;41.882333;12.572321;ROBINIE/TOGLIATTI
2275;41.903855;12.578715;COLLATINA/MARTORA
2276;41.958006;12.545284;CASTELLANI/BUFALOTTA
2277;41.934886;12.534845;MAIELLA/SEMPIONE
2278;41.934749;12.53583;MENENIO AGRIPPA
2279;41.936379;12.53883;NOMENTANA/RIONERO
2280;41.937657;12.540715;NOMENTANA/SANNAZZARO
2281;41.938048;12.545472;NOMENTANA/ZANARDINI
2282;41.939122;12.546661;ROMAGNOLI/NOMENTANA
2283;41.941092;12.547171;ROMAGNOLI/D'OVIDIO
2284;41.943025;12.547669;ROMAGNOLI/TALENTI
2285;41.787023;12.330318;INTORCETTA/DRAGONE
2286;41.944413;12.551835;OJETTI/PRIMOLI
2287;41.950829;12.524983;GENTILONI/BONOMI
2288;41.785776;12.327436;PADRE DEL LAURO
2289;41.941528;12.524404;VALLE VERMIGLIO/VAL PADANA
2290;41.932809;12.5203;LIBIA/LAGO TANA
2291;41.931032;12.518239;LIBIA/GIMMA
2292;41.928432;12.515683;ERITREA/S. EMERENZIANA
2293;41.926537;12.515634;ERITREA/LAGO LESINA
2294;41.924229;12.515568;S. AGNESE/ANNIBALIANO (MB1)
2295;41.923432;12.513184;TRIESTE/ISTRIA
2296;41.920678;12.509424;TRIESTE/GORIZIA
2297;41.919169;12.507311;TRIESTE/TRASIMENO
2298;41.917755;12.505673;TRIESTE/TRENTO
2299;41.915727;12.505171;DALMAZIA
2300;41.880877;12.575535;MELI
2301;41.868605;12.58495;PERESIO
2302;41.911404;12.49874;FIUME
2303;41.912955;12.50163;NIZZA/MANTOVA
2304;41.914011;12.503735;NIZZA/V.LE REGINA MARGHERITA
2305;41.915013;12.505134;DALMAZIA
2306;41.91759;12.5059;TRIESTE/TRENTO
2307;41.863132;12.585933;TORRE SPACCATA/DE MARCO
2308;41.920431;12.50965;TRIESTE/GORIZIA
2309;41.922428;12.511678;TRIESTE/BELLINZONA
2310;41.858992;12.5858;TORRE SPACCATA/FOSSO S. MAURA
2311;41.923147;12.513639;TRIESTE/ISTRIA
2312;41.850886;12.579876;TORRE SPACCATA/MEATTINI
2313;41.849055;12.57632;TORRE SPACCATA/TUSCOLANA
2314;41.925038;12.515989;S. AGNESE/ANNIBALIANO (MB1)
2315;41.926639;12.515918;ERITREA/LAGO LESINA
2316;41.787797;12.322741;BAGNOLETTO
2317;41.844641;12.574864;CAPANNELLE/CIV. 217
2318;41.841125;12.57483;CAPANNELLE/CIV. 200
2319;41.930894;12.518529;LIBIA/GIMMA
2320;41.835916;12.573129;CAPANNELLE/LUCREZIA ROMANA
2321;41.834775;12.570417;CAPANNELLE/GAMIANA
2322;41.93224;12.520127;LIBIA (MB1)
2323;41.830335;12.567304;CAPANNELLE/CASTROREGIO
2324;41.828577;12.565715;CAPANNELLE/CALICE
2325;41.826822;12.564081;CAPANNELLE/SCILLA
2326;41.785775;12.324189;SERRADIFALCO
2327;41.829505;12.557451;APPIA/MARSICO NUOVO
2328;41.830415;12.557476;BISIGNANO
2329;41.832085;12.559591;S. SEVERINA
2330;41.834618;12.558111;TAURIANOVA/SQUILLACE
2331;41.94926;12.525155;BONOMI/FALDELLA
2332;41.836949;12.556064;TAURIANOVA/OPPIDO MAMERTINA
2333;41.781985;12.32865;CALVATONE/CASTELLUCCHIO
2334;41.835868;12.554297;SIDERNO
2335;41.834856;12.553313;OPPIDO MAMERTINA/APPIA NUOVA
2336;41.833196;12.553826;APPIA/S.IGNAZIO ANTIOCHIA
2337;41.825429;12.56295;CAPANNELLE/APPIA NUOVA
2338;41.826996;12.564437;CAPANNELLE/SCILLA
2339;41.829154;12.5664;CAPANNELLE/CALICE
2340;41.830858;12.567993;CAPANNELLE/CASTROREGIO
2341;41.834957;12.571191;CAPANNELLE/GAMIANA
2342;41.836073;12.57374;CAPANNELLE/LUCREZIA ROMANA
2343;41.841719;12.574975;CAPANNELLE/CIV. 200
2344;41.845001;12.57505;CAPANNELLE/CIV. 217
2345;41.850835;12.580196;TORRE SPACCATA/MEATTINI
2346;41.91893;12.507372;TRIESTE/TRASIMENO
2347;41.859959;12.585794;TORRE SPACCATA/FOSSO S. MAURA
2348;41.862787;12.586054;TORRE SPACCATA/DE MARCO
2349;41.866411;12.58386;PERESIO/LUPI
2350;41.868841;12.585275;PERESIO
2351;41.871412;12.579887;ALESSANDRINO (MC)
2352;41.780666;12.330158;CALVATONE/ASOLA
2353;41.875569;12.579359;ALESSANDRINO/OLEANDRI
2354;41.877641;12.578603;ALESSANDRINO/CAMPO
2355;41.886443;12.566203;CASTANI/GARDENIE
2356;41.929512;12.516862;LIBIA/S. EMERENZIANA
2357;41.941669;12.522569;CONCA D'ORO/VAL DI CHIENTI
2358;41.943243;12.520083;CONCA D'ORO/VAL DI SANGRO
2359;41.944471;12.518103;CONCA D'ORO/VAL MAIRA
2360;41.903373;12.589874;TOR SAPIENZA/DE CUPIS
2361;41.904089;12.588823;COLLATINA/DE CUPIS
2362;41.945308;12.516734;VALTOURNANCHE
2363;41.903595;12.585861;COLLATINA/APPIANI
2364;41.903756;12.577619;COLLATINA/MARTORA
2365;41.782651;12.333218;DRAGONE/BESOZZO
2366;41.946799;12.517193;CAVRIGLIA/PRATI FISCALI
2367;41.947739;12.515144;CAVRIGLIA/VALMARANA
2368;41.949503;12.514621;VAGLIA
2369;41.950945;12.515452;CIVITELLA PAGANICO
2370;41.784477;12.331867;DRAGONE/MACHETTI
2371;41.953136;12.514517;MINUCCIANO
2372;41.95488;12.514194;COMANO/MOLAZZANA
2373;41.786065;12.330559;DRAGONE/LOBELLI
2374;41.956865;12.516973;COMANO/AGLIANA
2375;41.772451;12.550987;ARDEATINA/SCUOLA PADRE FORMATO
2376;41.773102;12.55034;ARDEATINA/SCUOLE
2377;41.958196;12.518038;FILATTIERA
2378;41.775619;12.545913;ARDEATINA/TORRI CASTEL DI LEVA
2379;41.776351;12.544675;ARDEATINA/DIVINO AMORE
2380;41.957124;12.519591;PODENZANA/TRESANA
2381;41.777683;12.533984;CASTEL DI LEVA/TORRE S. ANASTASIA 1
2382;41.779222;12.532045;CASTEL DI LEVA/TORRE S. ANASTASIA 2
2383;41.78144;12.528621;CASTEL DI LEVA/TOR PAGNOTTA 2
2384;41.782848;12.526052;CASTEL DI LEVA/TOR PAGNOTTA 1
2385;41.78414;12.523716;CASTEL DI LEVA/RONDELET
2386;41.78612;12.520114;CASTEL DI LEVA/CASTELLUCCIA
2387;41.788068;12.516718;CASTEL DI LEVA/ZANONI
2388;41.788905;12.515019;CASTEL DI LEVA/CASSITTO
2389;41.955954;12.519771;SUVERETO/CALCINAIA
2390;41.791613;12.508431;CECCHIGNOLA/CASTEL DI LEVA
2391;41.957189;12.518126;CALCINAIA/FILATTIERA
2392;41.957125;12.516941;COMANO/AGLIANA
2393;41.95504;12.51377;COMANO/MOLAZZANA
2394;41.953107;12.51408;MINUCCIANO
2395;41.950845;12.515187;CIVITELLA PAGANICO
2396;41.947895;12.51437;CAVRIGLIA/VALMARANA
2397;41.796333;12.503509;CECCHIGNOLA/FATT. LAURENTINA
2398;41.946918;12.516778;CAVRIGLIA/PRATI FISCALI
2399;41.945633;12.515878;VALTOURNANCHE
2400;41.804684;12.507231;CECCHIGNOLA/TOR PAGNOTTA 2
2401;41.80843;12.510027;CECCHIGNOLA/BERSAGLIERI
2402;41.810686;12.511767;CECCHIGNOLA/KOBLER
2403;41.814275;12.512945;CECCHIGNOLA/TENUTA CECCHIGNOLA
2404;41.819576;12.515073;CECCHIGNOLA/FOSSO CECCHIGNOLA
2405;41.822286;12.516909;CECCHIGNOLA/CASALE ZOLA
2406;41.944491;12.517833;CONCA D'ORO/VAL DI NON
2407;41.942878;12.520395;CONCA D'ORO/VAL GRANA
2408;41.830018;12.51801;ARDEATINA/GROTTA PERFETTA
2409;41.832965;12.51767;ARDEATINA/VIGGIANO
2410;41.941569;12.5225;CONCA D'ORO/VAL D'ALA
2411;41.84153;12.516436;ARDEATINA/ANNUNZIATELLA
2412;41.850126;12.515215;ARDEATINA/S. SEBASTIANO
2413;41.854463;12.512547;ARDEATINA/MEROPIA
2414;41.862243;12.505032;ARDEATINA
2415;41.857982;12.5097;ARDEATINA/FOSSE ARDEATINE
2416;41.932254;12.649678;ALBA ADRIATICA/BARISCIANO
2417;41.874729;12.50435;TALAMONE
2418;41.87554;12.50329;CAMERIA
2419;41.783262;12.327162;CALVATONE/BERTOLI
2420;41.909536;12.458996;GIULIO CESARE/OTTAVIANO (MA)
2421;41.861605;12.505081;ARDEATINA
2422;41.857768;12.509859;FOSSE ARDEATINE
2423;41.855082;12.511599;ARDEATINA/MEROPIA
2424;41.849649;12.515197;ARDEATINA/S. SEBASTIANO
2425;41.84241;12.515691;ARDEATINA/ANNUNZIATELLA
2426;41.832573;12.517454;ARDEATINA/VIGGIANO
2427;41.828835;12.518253;ARDEATINA/GROTTA PERFETTA
2428;41.885707;12.461058;CARINI/BONNET
2429;41.824997;12.518072;ARDEATINA/CECCHIGNOLA
2430;41.887942;12.461492;MURA GIANICOLENSI
2431;41.821872;12.516513;CECCHIGNOLA/CASALE ZOLA
2432;41.819214;12.514584;CECCHIGNOLA/FOSSO CECCHIGNOLA
2433;41.813495;12.512665;CECCHIGNOLA/TENUTA CECCHIGNOLA
2434;41.810643;12.511443;CECCHIGNOLA/KOBLER
2435;41.808046;12.509584;CECCHIGNOLA/BERSAGLIERI
2436;41.805223;12.507518;CECCHIGNOLA/TOR PAGNOTTA 2
2437;41.803323;12.506262;CECCHIGNOLA/TOR PAGNOTTA 1
2438;41.796094;12.503308;CECCHIGNOLA/FATT. LAURENTINA
2439;41.790933;12.509858;CASTEL DI LEVA/CECCHIGNOLA
2440;41.788533;12.515499;CASTEL DI LEVA/CASSITTO
2441;41.786973;12.518357;CASTEL DI LEVA/ZANONI
2442;41.785725;12.520617;CASTEL DI LEVA/CASTELLUCCIA
2443;41.78387;12.523892;CASTEL DI LEVA/RONDELET
2444;41.782553;12.526349;CASTEL DI LEVA/PAGNOTTA
2445;41.889214;12.463197;PSG GIANICOLO/VILLA CORSINI
2446;41.78111;12.528961;CASTEL DI LEVA/TOR PAGNOTTA 2
2447;41.778889;12.532295;CASTEL DI LEVA/TORRE S. ANASTASIA 2
2448;41.777136;12.53513;CASTEL DI LEVA/TORRE S. ANASTASIA 1
2449;41.777376;12.54067;CASTEL DI LEVA/ARDEATINA
2450;41.776948;12.542572;SANTUARIO DIVINO AMORE
2451;41.892135;12.460556;P.LE G. GARIBALDI
2452;41.893766;12.460694;PSG GIANICOLO/ANITA GARIBALDI
2453;41.896346;12.461342;PSG GIANICOLO/POLIAMBULATORIO
2454;41.895199;12.460139;PSG GIANICOLO/COLLEGIO UCRAINO
2455;41.775281;12.546317;ARDEATINA/TORRI CASTEL DI LEVA
2456;41.89793;12.460725;S. ONOFRIO/BAMBIN GESU' (H)
2457;41.910401;12.462439;GIULIO CESARE/FABIO MASSIMO
2458;41.937032;12.470377;TOR DI QUINTO/RIANO
2459;41.898497;12.459985;GIANICOLO/URBANO VIII
2460;41.911111;12.465422;GIULIO CESARE/EZIO
2461;41.846155;12.445616;PAPA LEONE
2462;41.896828;12.46612;LGT SANGALLO/PEROSI
2463;41.964662;12.454419;SIGNA
2464;41.96669;12.452518;ISCHIA DI CASTRO
2465;41.969026;12.450567;L.GO SPERLONGA
2466;41.965899;12.452878;SINISI
2467;41.898392;12.459864;GIANICOLO/URBANO VIII
2468;41.897634;12.461352;S. ONOFRIO/BAMBIN GESU' (H)
2469;41.847241;12.447499;IMBRECCIATO/ALMANSI
2470;41.896651;12.461151;PSG GIANICOLO/POLIAMBULATORIO
2471;41.895008;12.459917;PSG GIANICOLO/COLLEGIO UCRAINO
2472;41.894181;12.460541;PSG GIANICOLO/ANITA GARIBALDI
2473;41.890711;12.46084;P.LE GARIBALDI G.
2474;41.933618;12.461201;LGT M.LLO DIAZ/MIN. ESTERI
2475;41.857776;12.44142;NEWTON/USSANI
2476;41.859017;12.442919;NEWTON/MORELLI E.
2477;41.84553;12.479231;LAURENTINA/COLOMBO
2478;41.861244;12.444121;AGNELLI/MORELLI
2479;41.862146;12.446151;AGNELLI
2480;41.864593;12.448755;DI DONATO
2481;41.826575;12.473268;AERONAUTICA/ARTE
2482;41.825915;12.476036;AERONAUTICA/MONTAGNE ROCCIOSE
2483;41.86633;12.44891;VAL TELLINA/FORLANINI (H)
2484;41.827037;12.480196;LAURENTINA (MB)
2485;41.868178;12.447419;VAL TELLINA/DUCHESSA DI GALLIERA
2486;41.823966;12.479209;LAURENTINA/LORENZONI
2487;41.869973;12.446205;SCOTTI
2488;41.821548;12.480345;LAURENTINA/SOMMOZZATORI
2489;41.872635;12.444819;JENNER
2490;41.813568;12.486185;ESERCITO/CECCHIGNOLA
2491;41.874644;12.445937;JENNER/GIANICOLENSE
2492;41.875705;12.447612;OZANAM/S. GIOVANNI DI DIO
2493;41.812507;12.487657;ESERCITO/MITRAGLIERI
2494;41.876642;12.449091;OZANAM/FABIOLA
2495;41.804839;12.498651;ESERCITO/FUCILIERI
2496;41.803924;12.502088;ESERCITO/CARABINIERI
2497;41.877326;12.451077;OZANAM/BOTTAZZI
2498;41.878484;12.453868;ABATE UGONE/DONNA OLIMPIA
2499;41.880457;12.454414;P.ZA FONTEIANA
2500;41.804067;12.502707;CARABINIERI
2501;41.805202;12.498459;ESERCITO/FUCILIERI
2502;41.917088;12.454952;CLODIO
2503;41.812595;12.487887;ESERCITO/MITRAGLIERI
2504;41.815103;12.484809;LAURENTINA/CECCHIGNOLA
2505;41.822184;12.48018;LAURENTINA/SOMMOZZATORI
2506;41.824283;12.479521;LAURENTINA/AFRICA
2507;41.8263;12.477807;AERONAUTICA/DOUHET (MB)
2508;41.826171;12.476002;AERONAUTICA/MONTAGNE ROCCIOSE
2509;41.826624;12.473486;AERONAUTICA/ARTE
2510;41.82833;12.473864;ARTE/AMERICA
2511;41.837371;12.477643;ARTIGIANATO
2512;41.842812;12.480836;LAURENTINA/ARDIGO'
2513;41.84513;12.479829;LAURENTINA/COLOMBO
2514;41.911343;12.461314;DALLA CHIESA
2515;41.868728;12.452158;RAMAZZINI/FOLCHI (H)
2516;41.866151;12.454439;FOLCHI/SPALLANZANI (H)
2517;41.941369;12.420354;CHIARUGI V.
2518;41.817431;12.343892;PORTUENSE/PONTE GALERIA (FL1)
2519;41.883289;12.394173;STAZ.NE AURELIA
2520;41.927616;12.443545;MASSIMI
2521;41.857794;12.447466;PORTUENSE/IMBRECCIATO
2522;41.856608;12.446382;PORTUENSE/LA LOGGIA
2523;41.926454;12.440638;BALDUINA/BITOSSI
2524;41.853514;12.436622;PORTUENSE/CASALETTO
2525;41.851815;12.433908;PORTUENSE/TRULLO
2526;41.851624;12.431651;PORTUENSE/FANELLA
2527;41.851122;12.428681;PORTUENSE/VICOLO CLEMENTI
2528;41.851114;12.42635;PORTUENSE/VILLA VECCHI
2529;41.850495;12.422799;PORTUENSE/CASETTA MATTEI
2530;41.849636;12.421552;PORTUENSE/S. M. PISTOIESE
2531;41.848422;12.420036;PORTUENSE/VIGNE
2532;41.842097;12.421651;VIGNE/VIGNA GIRELLI
2533;41.840348;12.421976;VIGNE/FOSSO DELLA TORRETTA
2534;41.833969;12.421379;MONTE DELLE PICHE
2535;41.836107;12.421439;VIGNE/RIFREDI
2536;41.837115;12.42179;VIGNE/CHIUSDINO
2537;41.839285;12.422614;VIGNE/GENEROSA
2538;41.84076;12.421991;VIGNE/FOSSO DELLA TORRETTA
2539;41.842685;12.422101;VIGNE/VIGNA GIRELLI
2540;41.841907;12.426454;VIGNA GIRELLI
2541;41.844871;12.4295;MONTE CAPRE/ORTI MAGLIANA
2542;41.844812;12.433106;MONTE CAPRE
2543;41.845887;12.436138;TRULLO/VIGNA CONSORTI
2544;41.848901;12.436048;TRULLO/LAMPORECCHIO
2545;41.926548;12.440896;BALDUINA/BITOSSI
2546;41.855231;12.444789;PORTUENSE/VILLA FLORA
2547;41.856802;12.446744;PORTUENSE/LA LOGGIA
2548;41.857794;12.447649;PORTUENSE/IMBRECCIATO
2549;41.859393;12.450907;PORTUENSE/VENTURI P.
2550;41.861497;12.452421;PORTUENSE/RAMAZZINI
2551;41.863172;12.454418;PORTUENSE/FORLANINI (H)
2552;41.864664;12.455751;FOLCHI/PORTUENSE
2553;41.866654;12.454386;FOLCHI/SPALLANZANI (H)
2554;41.869398;12.452812;RAMAZZINI/GIANICOLENSE
2555;41.962953;12.506622;SALARIA/CORTONA
2556;41.966749;12.507143;CORTONA/SALARIA
2557;41.969378;12.507102;CORTONA/RADICOFANI
2558;41.975456;12.508019;RADICOFANI/S. BERNARDINO
2559;41.976905;12.510418;RADICOFANI/MONTE S. SAVINO
2560;41.975856;12.511651;RADICOFANI/S. GENNARO
2561;41.894952;12.481757;P.ZA VENEZIA
2562;41.974712;12.513198;RADICOFANI/S. GIMIGNANO
2563;41.926978;12.444736;MASSIMI
2564;41.906753;12.448271;STAZ.NE METRO CIPRO (MA)/EMO
2565;41.974819;12.513131;RADICOFANI/S. GIMIGNANO
2566;41.976125;12.511582;RADICOFANI/S. GENNARO
2567;41.977052;12.510335;RADICOFANI/MONTE S. SAVINO
2568;41.975218;12.507898;RADICOFANI/S. BERNARDINO
2569;41.88588;12.470108;MOROSINI E./NUOVO REGINA MARGHERITA (H)
2570;41.96946;12.50686;CORTONA/ANNIBALE MARIA DI FRANCIA
2571;41.966374;12.506998;CORTONA/SALARIA
2572;41.884775;12.460872;CARINI/BONNET
2573;41.884016;12.459042;REGNOLI/QUATTRO VENTI
2574;41.7615;12.328746;FOSSO DI DRAGONCELLO/MACCHIA PALOCCO
2575;41.883811;12.456273;OTTAVILLA/PAMPHILI
2576;41.933562;12.512129;MAGLIANO SABINA/VESCOVIO
2577;41.883044;12.454957;FONTEIANA/OTTAVILLA
2578;41.880445;12.454235;FONTEIANA
2579;41.8779;12.45302;ABATE UGONE/DONNA OLIMPIA
2580;41.877378;12.450702;OZANAM/BOTTAZZI
2581;41.876431;12.448495;OZANAM/FABIOLA
2582;41.87529;12.44662;S. GIOVANNI DI DIO/OZANAM
2583;41.872026;12.444678;JENNER/TORRECREMATA
2584;41.869237;12.446464;SCOTTI
2585;41.867807;12.447554;VAL TELLINA/DUCHESSA DI GALLIERA
2586;41.866176;12.448887;VAL TELLINA/FORLANINI (H)
2587;41.8641;12.448196;DI DONATO
2588;41.984325;12.551667;BUFALOTTA/COLONIA AGRICOLA
2589;41.862352;12.445912;AGNELLI
2590;41.981869;12.55205;BUFALOTTA/CIVICO 1297
2591;41.861292;12.443731;AGNELLI/MORELLI
2592;41.978805;12.552254;BUFALOTTA/CANETTI
2593;41.97505;12.552022;BUFALOTTA/TOR S. GIOVANNI
2594;41.859262;12.442678;NEWTON/COLLI PORTUENSI
2595;41.970418;12.550553;BUFALOTTA/CANBERRA
2596;41.857759;12.440896;NEWTON/USSANI
2597;41.968702;12.550122;BUFALOTTA/DALMISTRO
2598;41.965268;12.549145;BUFALOTTA/SETTEBAGNI
2599;41.879819;12.350764;BELFANTI
2600;41.963126;12.548097;BUFALOTTA/SCUOLA
2601;41.957079;12.545372;BUFALOTTA/CAMERINI
2602;41.953049;12.543886;BUFALOTTA/FUCINI
2603;41.881948;12.356123;GUERRA R./CANNAVINA
2604;41.826624;12.481244;LAURENTINA (MB)
2605;41.897883;12.468834;CHIESA NUOVA
2606;41.942285;12.536968;ADRIATICO/LAMPEDUSA
2607;41.801269;12.490687;TOR PAGNOTTA/CIVICO 82
2608;41.801011;12.4941;TOR PAGNOTTA/FUCILIERI
2609;41.801086;12.49521;TOR PAGNOTTA/FUCILIERI
2610;41.957262;12.545611;BUFALOTTA/CAMERINI
2611;41.959601;12.546701;BUFALOTTA/MONELLI
2612;41.963583;12.548683;BUFALOTTA/SCUOLA
2613;41.966304;12.549617;BUFALOTTA/SETTEBAGNI
2614;41.967492;12.550031;BUFALOTTA/MIGNOSI
2615;41.969565;12.550462;BUFALOTTA/DALMISTRO
2616;41.970808;12.550834;BUFALOTTA/CANBERRA
2617;41.973561;12.551674;BUFALOTTA/FALERONE
2618;41.980328;12.552461;BUFALOTTA/CANETTI
2619;41.983276;12.55201;BUFALOTTA/CIVICO 1297
2620;41.885043;12.334294;CASAL SELCE
2621;41.883591;12.332996;MALAGROTTA
2622;41.899844;12.453013;AURELIA/BONIFACIO VIII
2623;41.899794;12.451229;AURELIA/RAMPA V.LE VATICANO
2624;41.881205;12.349501;GUERRA R./DELLA GIOVANNA
2625;41.900928;12.444994;AURELIA/PAOLO III
2626;41.881535;12.352182;GUERRA R./CHECCUCCI
2627;41.898972;12.443344;AURELIA/PIO VIII
2628;41.882659;12.358415;GUERRA R./VANNI
2629;41.898623;12.441721;AURELIA/RICHELMY
2630;41.885671;12.373839;AURELIA/SPEZI
2631;41.885082;12.383385;AURELIA/BRAVA
2632;41.897466;12.434636;AURELIA/MADONNA DEL RIPOSO
2633;41.885052;12.390119;AURELIA/GIORGIERI
2634;41.883792;12.395163;STAZIONE AURELIA (FL5)
2635;41.887163;12.404091;AURELIA/VIA DELLA STAZIONE AURELIA
2636;41.88964;12.41145;AURELIA/MARVASI
2637;41.89769;12.431297;AURELIA/PALOMBINI
2638;41.892849;12.414715;AURELIA/PIRONTI
2639;41.894499;12.416914;AURELIA/DA ROSATE
2640;41.896144;12.419457;AURELIA/ALIBRANDI
2641;41.898438;12.425823;AURELIA/AZONE
2642;41.899107;12.427492;DE LA SALLE (MA)
2643;41.901187;12.426186;C.NE CORNELIA/BOLOGNINI
2644;41.900297;12.428334;BOCCEA/ACCURSIO
2645;41.898972;12.427067;C.NE CORNELIA/AURELIA
2646;41.902492;12.4244;BOCCEA/GALEOTTI
2647;41.898417;12.42456;AURELIA/AZONE
2648;41.90327;12.421531;BOCCEA/URBANO II
2649;41.89675;12.420436;AURELIA/ALIBRANDI
2650;41.894334;12.416353;AURELIA/DA ROSATE
2651;41.892843;12.414477;AURELIA/PIRONTI
2652;41.890053;12.411822;AURELIA/MARVASI
2653;41.887547;12.40404;STAZIONE AURELIA (FL5)
2654;41.884706;12.397627;AURELIA/ACQUAFREDDA
2655;41.886076;12.384721;AURELIA/BRAVA
2656;41.885437;12.374938;AURELIA/SPEZI
2657;41.855692;12.516445;BASILICA S. SEBASTIANO
2658;41.856551;12.521258;APPIA PIGNATELLI/S. URBANO
2659;41.851698;12.527355;APPIA PIGNATELLI/ALMONE
2660;41.849342;12.531836;APPIA PIGNATELLI/CAETANA
2661;41.86947;12.443212;COLLI PORTUENSI/MONTEVERDE
2662;41.867748;12.443625;COLLI PORTUENSI/CRIVELLI A.
2663;41.866043;12.443817;COLLI PORTUENSI/ALESSANDRI R.
2664;41.864496;12.443656;COLLI PORTUENSI/FERMI C.
2665;41.863134;12.443778;COLLI PORTUENSI/GANDIGLIO
2666;41.861142;12.44306;COLLI PORTUENSI/MORELLI E.
2667;41.855933;12.440103;NEWTON/CORTI L.
2668;41.861558;12.443514;COLLI PORTUENSI/MORELLI E.
